County,Char_1,Char_2,Char_3
"PlatteCounty,Nebraska",208,0.00817,102000
"PolkCounty,Nebraska",287,0.00975,60000
"RedWillowCounty,Nebraska",131,0.00498,125000
"RichardsonCounty,Nebraska",200,0.0004,50000
"RockCounty,Nebraska",193,0.00863,17000
"SalineCounty,Nebraska",231,0.00602,17000
"SarpyCounty,Nebraska",375,0.00201,51000
"SaundersCounty,Nebraska",278,0.00022,74000
"ScottsBluffCounty,Nebraska",462,0.00599,118000
"SewardCounty,Nebraska",216,0.00208,24000
"SheridanCounty,Nebraska",382,0.00546,130000
"ShermanCounty,Nebraska",207,0.00679,147000
"SiouxCounty,Nebraska",500,0.00765,45000
"StantonCounty,Nebraska",131,0.00177,43000
"ThayerCounty,Nebraska",479,0.00753,190000
"ThomasCounty,Nebraska",307,0.00043,190000
"ThurstonCounty,Nebraska",220,0.00132,60000
"ValleyCounty,Nebraska",480,0.00548,28000
"WashingtonCounty,Nebraska",340,0.00324,176000
"WayneCounty,Nebraska",117,0.00542,166000
"WebsterCounty,Nebraska",354,0.00839,192000
"WheelerCounty,Nebraska",394,0.00925,85000
"YorkCounty,Nebraska",393,0.00852,139000
"CarsonCity,Nevada",236,0.00613,42000
"ChurchillCounty,Nevada",399,0.00996,85000
"ClarkCounty,Nevada",469,0.00501,123000
"DouglasCounty,Nevada",376,0.00558,165000
"ElkoCounty,Nevada",265,0.00735,169000
"EsmeraldaCounty,Nevada",460,0.00494,86000
"EurekaCounty,Nevada",226,0.00538,73000
"HumboldtCounty,Nevada",235,0.00456,30000
"LanderCounty,Nevada",221,0.00174,117000
"LincolnCounty,Nevada",294,0.00742,152000
"LyonCounty,Nevada",376,0.00521,104000
"MineralCounty,Nevada",223,0.008,22000
"NyeCounty,Nevada",244,0.00856,113000
"PershingCounty,Nevada",310,0.00909,199000
"StoreyCounty,Nevada",132,0.00495,157000
"WashoeCounty,Nevada",494,0.00714,139000
"WhitePineCounty,Nevada",416,0.00486,28000
"BelknapCounty,NewHampshire",148,0.00803,180000
"CarrollCounty,NewHampshire",493,0.00612,144000
"CheshireCounty,NewHampshire",236,0.00809,62000
"CoosCounty,NewHampshire",420,0.00722,104000
"GraftonCounty,NewHampshire",498,0.00442,96000
"HillsboroughCounty,NewHampshire",175,0.00077,52000
"MerrimackCounty,NewHampshire",196,0.00258,117000
"RockinghamCounty,NewHampshire",242,0.00139,48000
"StraffordCounty,NewHampshire",356,0.00591,189000
"SullivanCounty,NewHampshire",298,0.00573,26000
"AtlanticCounty,NewJersey",195,0.00876,93000
"BergenCounty,NewJersey",353,0.00171,182000
"BurlingtonCounty,NewJersey",307,0.00542,99000
"CamdenCounty,NewJersey",169,0.00176,119000
"CapeMayCounty,NewJersey",342,0.00365,38000
"CumberlandCounty,NewJersey",321,0.00314,80000
"EssexCounty,NewJersey",205,0.00426,84000
"GloucesterCounty,NewJersey",236,0.00627,186000
"HudsonCounty,NewJersey",214,0.00227,88000
"HunterdonCounty,NewJersey",274,0.00234,199000
"MercerCounty,NewJersey",116,0.00315,82000
"MiddlesexCounty,NewJersey",474,0.00926,98000
"MonmouthCounty,NewJersey",141,0.0069,44000
"MorrisCounty,NewJersey",280,0.00525,139000
"OceanCounty,NewJersey",405,0.00409,81000
"PassaicCounty,NewJersey",140,0.00927,69000
"SalemCounty,NewJersey",370,0.00116,157000
"SomersetCounty,NewJersey",338,0.00221,86000
"SussexCounty,NewJersey",353,0.00371,170000
"UnionCounty,NewJersey",200,0.00027,195000
"WarrenCounty,NewJersey",122,0.00525,31000
"BernalilloCounty,NewMexico",498,0.00838,45000
"CatronCounty,NewMexico",287,0.00889,110000
"ChavesCounty,NewMexico",180,0.00499,160000
"CibolaCounty,NewMexico",296,0.00236,65000
"ColfaxCounty,NewMexico",347,0.00976,106000
"CurryCounty,NewMexico",228,0.0063,190000
"DeBacaCounty,NewMexico",393,0.00286,105000
"DonaAnaCounty,NewMexico",305,0.00775,170000
"EddyCounty,NewMexico",230,0.00236,199000
"GrantCounty,NewMexico",411,0.00713,52000
"GuadalupeCounty,NewMexico",437,0.00937,143000
"HardingCounty,NewMexico",289,0.00013,112000
"HidalgoCounty,NewMexico",475,0.00047,122000
"LeaCounty,NewMexico",184,0.00542,67000
"LincolnCounty,NewMexico",321,0.00279,120000
"LosAlamosCounty,NewMexico",178,0.00133,98000
"LunaCounty,NewMexico",314,0.00523,103000
"McKinleyCounty,NewMexico",152,0.00477,109000
"MoraCounty,NewMexico",299,0.00687,52000
"OteroCounty,NewMexico",144,0.00248,181000
"QuayCounty,NewMexico",184,0.00393,159000
"RioArribaCounty,NewMexico",457,0.0078,101000
"RooseveltCounty,NewMexico",240,0.00768,124000
"SanJuanCounty,NewMexico",305,0.00606,33000
"SanMiguelCounty,NewMexico",385,0.00859,157000
"SandovalCounty,NewMexico",205,0.00038,188000
"SantaFeCounty,NewMexico",359,0.00759,30000
"SierraCounty,NewMexico",131,0.00992,155000
"SocorroCounty,NewMexico",404,0.00218,111000
"TaosCounty,NewMexico",420,0.005,143000
"TorranceCounty,NewMexico",386,0.00069,116000
"UnionCounty,NewMexico",114,0.00707,136000
"ValenciaCounty,NewMexico",452,0.00741,117000
"AlbanyCounty,NewYork",301,0.00273,199000
"AlleganyCounty,NewYork",110,0.00463,46000
"BronxCounty,NewYork",491,0.00401,67000
"BroomeCounty,NewYork",424,0.00927,135000
"CattaraugusCounty,NewYork",289,0.00213,37000
"CayugaCounty,NewYork",256,0.0007,132000
"ChautauquaCounty,NewYork",186,0.00525,82000
"ChemungCounty,NewYork",119,0.00396,64000
"ChenangoCounty,NewYork",442,0.00428,72000
"ClintonCounty,NewYork",147,0.00489,33000
"ColumbiaCounty,NewYork",312,0.00974,140000
"CortlandCounty,NewYork",246,0.0059,79000
"DelawareCounty,NewYork",210,0.00967,189000
"DutchessCounty,NewYork",252,0.0036,40000
"ErieCounty,NewYork",294,0.00753,143000
"EssexCounty,NewYork",453,0.00089,86000
"FranklinCounty,NewYork",112,0.00347,52000
"FultonCounty,NewYork",238,0.00827,78000
"GeneseeCounty,NewYork",327,0.00668,161000
"GreeneCounty,NewYork",142,0.00645,81000
"HamiltonCounty,NewYork",487,0.00652,191000
"HerkimerCounty,NewYork",110,0.0055,27000
"JeffersonCounty,NewYork",470,0.00057,89000
"KingsCounty,NewYork",249,0.00545,182000
"LewisCounty,NewYork",223,0.0034,74000
"LivingstonCounty,NewYork",153,0.00687,14000
"MadisonCounty,NewYork",175,0.00669,50000
"MonroeCounty,NewYork",119,0.00989,140000
"MontgomeryCounty,NewYork",466,0.00415,171000
"NassauCounty,NewYork",354,0.00975,144000
"NewYorkCounty,NewYork",294,0.00498,17000
"NiagaraCounty,NewYork",311,0.00121,195000
"OneidaCounty,NewYork",357,0.00241,30000
"OnondagaCounty,NewYork",452,0.00973,43000
"OntarioCounty,NewYork",146,0.00094,159000
"OrangeCounty,NewYork",372,0.00014,13000
"OrleansCounty,NewYork",239,0.00617,112000
"OswegoCounty,NewYork",198,0.00275,192000
"OtsegoCounty,NewYork",384,0.00325,67000
"PutnamCounty,NewYork",280,0.00685,175000
"QueensCounty,NewYork",251,0.0072,177000
"RensselaerCounty,NewYork",126,0.0021,79000
"RichmondCounty,NewYork",177,0.00325,86000
"RocklandCounty,NewYork",283,0.00207,43000
"SaintLawrenceCounty,NewYork",132,0.00056,62000
"SaratogaCounty,NewYork",240,0.00933,119000
"SchenectadyCounty,NewYork",181,0.00063,192000
"SchoharieCounty,NewYork",251,0.00524,80000
"SchuylerCounty,NewYork",448,0.00083,173000
"SenecaCounty,NewYork",306,0.0038,26000
"SteubenCounty,NewYork",372,0.00644,106000
"SuffolkCounty,NewYork",171,0.00616,146000
"SullivanCounty,NewYork",498,0.00479,22000
"TiogaCounty,NewYork",439,0.00737,164000
"TompkinsCounty,NewYork",416,0.00876,77000
"UlsterCounty,NewYork",457,0.00921,192000
"WarrenCounty,NewYork",175,0.00975,91000
"WashingtonCounty,NewYork",445,0.00342,61000
"WayneCounty,NewYork",499,0.00391,199000
"WestchesterCounty,NewYork",447,0.00056,88000
"WyomingCounty,NewYork",251,0.00015,200000
"YatesCounty,NewYork",271,0.00231,165000
"AlamanceCounty,NorthCarolina",328,0.00457,78000
"AlexanderCounty,NorthCarolina",445,0.00182,86000
"AlleghanyCounty,NorthCarolina",218,0.00515,135000
"AnsonCounty,NorthCarolina",170,0.00706,104000
"AsheCounty,NorthCarolina",198,0.00303,139000
"AveryCounty,NorthCarolina",132,0.0071,54000
"BeaufortCounty,NorthCarolina",243,0.00669,110000
"BertieCounty,NorthCarolina",229,0.00409,87000
"BladenCounty,NorthCarolina",330,0.00967,113000
"BrunswickCounty,NorthCarolina",496,0.00829,121000
"BuncombeCounty,NorthCarolina",147,0.0061,99000
"BurkeCounty,NorthCarolina",426,0.00094,118000
"CabarrusCounty,NorthCarolina",170,0.00149,179000
"CaldwellCounty,NorthCarolina",496,0.00525,187000
"CamdenCounty,NorthCarolina",233,0.00652,195000
"CarteretCounty,NorthCarolina",108,0.00268,126000
"CaswellCounty,NorthCarolina",198,0.00897,24000
"CatawbaCounty,NorthCarolina",402,0.00755,152000
"ChathamCounty,NorthCarolina",390,0.00937,93000
"CherokeeCounty,NorthCarolina",356,0.00069,193000
"ChowanCounty,NorthCarolina",121,0.00343,29000
"ClayCounty,NorthCarolina",343,0.00462,39000
"ClevelandCounty,NorthCarolina",274,0.00029,26000
"ColumbusCounty,NorthCarolina",287,0.00141,187000
"CravenCounty,NorthCarolina",223,0.00269,98000
"CumberlandCounty,NorthCarolina",141,0.00765,119000
"CurrituckCounty,NorthCarolina",106,0.00945,191000
"DareCounty,NorthCarolina",366,0.00196,47000
"DavidsonCounty,NorthCarolina",223,0.00658,186000
"DavieCounty,NorthCarolina",124,0.00553,189000
"DuplinCounty,NorthCarolina",476,0.00853,78000
"DurhamCounty,NorthCarolina",446,0.00224,141000
"EdgecombeCounty,NorthCarolina",415,0.00998,43000
"ForsythCounty,NorthCarolina",134,0.00786,35000
"FranklinCounty,NorthCarolina",197,0.00919,137000
"GastonCounty,NorthCarolina",495,0.00923,42000
"GatesCounty,NorthCarolina",368,0.00642,52000
"GrahamCounty,NorthCarolina",138,0.0092,36000
"GranvilleCounty,NorthCarolina",306,0.00061,140000
"GreeneCounty,NorthCarolina",234,0.00448,144000
"GuilfordCounty,NorthCarolina",291,0.00298,35000
"HalifaxCounty,NorthCarolina",120,0.00539,160000
"HarnettCounty,NorthCarolina",302,0.00241,64000
"HaywoodCounty,NorthCarolina",260,0.00102,184000
"HendersonCounty,NorthCarolina",166,0.00374,97000
"HertfordCounty,NorthCarolina",277,0.0094,111000
"HokeCounty,NorthCarolina",405,0.00871,83000
"HydeCounty,NorthCarolina",448,0.0037,11000
"IredellCounty,NorthCarolina",104,0.00308,175000
"JacksonCounty,NorthCarolina",155,0.00789,73000
"JohnstonCounty,NorthCarolina",445,0.00253,155000
"JonesCounty,NorthCarolina",387,0.00554,111000
"LeeCounty,NorthCarolina",274,0.00565,124000
"LenoirCounty,NorthCarolina",492,0.00485,166000
"LincolnCounty,NorthCarolina",272,0.00889,172000
"MaconCounty,NorthCarolina",159,0.00364,138000
"MadisonCounty,NorthCarolina",240,0.00998,18000
"MartinCounty,NorthCarolina",312,0.005,69000
"McDowellCounty,NorthCarolina",199,0.00622,174000
"MecklenburgCounty,NorthCarolina",304,0.00986,42000
"MitchellCounty,NorthCarolina",393,0.00778,118000
"MontgomeryCounty,NorthCarolina",342,0.00785,61000
"MooreCounty,NorthCarolina",500,0.00094,173000
"NashCounty,NorthCarolina",185,0.00761,192000
"NewHanoverCounty,NorthCarolina",270,0.00331,52000
"NorthamptonCounty,NorthCarolina",406,0.00544,71000
"OnslowCounty,NorthCarolina",372,0.00264,120000
"OrangeCounty,NorthCarolina",215,0.00137,38000
"PamlicoCounty,NorthCarolina",356,0.00034,179000
"PasquotankCounty,NorthCarolina",219,0.00892,120000
"PenderCounty,NorthCarolina",347,0.00145,187000
"PerquimansCounty,NorthCarolina",397,0.00953,64000
"PersonCounty,NorthCarolina",322,0.00914,188000
"PittCounty,NorthCarolina",388,0.00155,119000
"PolkCounty,NorthCarolina",142,0.00648,196000
"RandolphCounty,NorthCarolina",418,0.00801,170000
"RichmondCounty,NorthCarolina",105,0.0072,163000
"RobesonCounty,NorthCarolina",480,0.00273,161000
"RockinghamCounty,NorthCarolina",471,0.00034,181000
"RowanCounty,NorthCarolina",432,0.00774,16000
"RutherfordCounty,NorthCarolina",417,0.00165,21000
"SampsonCounty,NorthCarolina",325,0.00417,50000
"ScotlandCounty,NorthCarolina",274,0.00686,80000
"StanlyCounty,NorthCarolina",408,0.0091,179000
"StokesCounty,NorthCarolina",487,0.00914,189000
"SurryCounty,NorthCarolina",458,0.00991,38000
"SwainCounty,NorthCarolina",343,0.00266,172000
"TransylvaniaCounty,NorthCarolina",156,0.00281,155000
"TyrrellCounty,NorthCarolina",332,0.00027,23000
"UnionCounty,NorthCarolina",431,0.00915,19000
"VanceCounty,NorthCarolina",326,0.00245,143000
"WakeCounty,NorthCarolina",236,0.00323,36000
"WarrenCounty,NorthCarolina",499,0.00552,120000
"WashingtonCounty,NorthCarolina",353,0.00349,85000
"WataugaCounty,NorthCarolina",337,0.00664,118000
"WayneCounty,NorthCarolina",475,0.00749,85000
"WilkesCounty,NorthCarolina",450,0.00117,169000
"WilsonCounty,NorthCarolina",347,0.00952,177000
"YadkinCounty,NorthCarolina",148,0.00611,165000
"YanceyCounty,NorthCarolina",290,0.00964,60000
"AdamsCounty,NorthDakota",468,0.00953,144000
"BarnesCounty,NorthDakota",141,0.00695,112000
"BensonCounty,NorthDakota",171,0.00246,32000
"BillingsCounty,NorthDakota",334,0.00415,82000
"BottineauCounty,NorthDakota",388,0.00252,50000
"BowmanCounty,NorthDakota",188,0.00239,35000
"BurkeCounty,NorthDakota",391,0.00473,94000
"BurleighCounty,NorthDakota",353,0.00333,53000
"CassCounty,NorthDakota",419,0.00898,155000
"CavalierCounty,NorthDakota",148,0.00522,60000
"DickeyCounty,NorthDakota",218,0.00443,54000
"DivideCounty,NorthDakota",281,0.00919,157000
"DunnCounty,NorthDakota",238,0.00619,44000
"EddyCounty,NorthDakota",372,0.0029,121000
"EmmonsCounty,NorthDakota",223,0.00027,84000
"FosterCounty,NorthDakota",148,0.00559,90000
"GoldenValleyCounty,NorthDakota",492,0.00839,67000
"GrandForksCounty,NorthDakota",216,0.00197,58000
"GrantCounty,NorthDakota",382,0.00302,74000
"GriggsCounty,NorthDakota",209,0.01,151000
"HettingerCounty,NorthDakota",356,0.00726,182000
"KidderCounty,NorthDakota",336,0.00182,97000
"LaMoureCounty,NorthDakota",114,0.00168,26000
"LoganCounty,NorthDakota",262,0.00811,80000
"McHenryCounty,NorthDakota",228,0.00287,183000
"McIntoshCounty,NorthDakota",171,0.0031,143000
"McKenzieCounty,NorthDakota",203,0.00755,200000
"McLeanCounty,NorthDakota",174,0.00383,87000
"MercerCounty,NorthDakota",174,0.00748,68000
"MortonCounty,NorthDakota",425,0.00378,95000
"MountrailCounty,NorthDakota",112,0.00904,181000
"NelsonCounty,NorthDakota",464,0.00553,97000
"OliverCounty,NorthDakota",419,0.00562,109000
"PembinaCounty,NorthDakota",453,0.00763,181000
"PierceCounty,NorthDakota",194,0.00279,195000
"RamseyCounty,NorthDakota",254,0.00009,123000
"RansomCounty,NorthDakota",208,0.00671,19000
"RenvilleCounty,NorthDakota",487,0.00992,109000
"RichlandCounty,NorthDakota",394,0.0024,186000
"RoletteCounty,NorthDakota",235,0.00979,197000
"SargentCounty,NorthDakota",289,0.00421,76000
"SheridanCounty,NorthDakota",127,0.0088,116000
"SiouxCounty,NorthDakota",294,0.00518,75000
"SlopeCounty,NorthDakota",398,0.00879,75000
"StarkCounty,NorthDakota",252,0.00901,200000
"SteeleCounty,NorthDakota",186,0.00485,145000
"StutsmanCounty,NorthDakota",405,0.00785,149000
"TownerCounty,NorthDakota",161,0.00648,149000
"TraillCounty,NorthDakota",265,0.00068,146000
"WalshCounty,NorthDakota",449,0.00932,43000
"WardCounty,NorthDakota",482,0.0065,91000
"WellsCounty,NorthDakota",386,0.00889,67000
"WilliamsCounty,NorthDakota",472,0.00847,176000
"AdamsCounty,Ohio",461,0.00769,139000
"AllenCounty,Ohio",462,0.00212,73000
"AshlandCounty,Ohio",426,0.00572,52000
"AshtabulaCounty,Ohio",253,0.00709,64000
"AthensCounty,Ohio",425,0.00519,67000
"AuglaizeCounty,Ohio",385,0.01,43000
"BelmontCounty,Ohio",140,0.00729,158000
"BrownCounty,Ohio",330,0.00598,35000
"ButlerCounty,Ohio",314,0.00709,37000
"CarrollCounty,Ohio",259,0.00956,116000
"ChampaignCounty,Ohio",227,0.00102,64000
"ClarkCounty,Ohio",105,0.00865,64000
"ClermontCounty,Ohio",319,0.00191,28000
"ClintonCounty,Ohio",478,0.00944,139000
"ColumbianaCounty,Ohio",345,0.0051,169000
"CoshoctonCounty,Ohio",169,0.00551,123000
"CrawfordCounty,Ohio",401,0.00369,19000
"CuyahogaCounty,Ohio",309,0.00083,22000
"DarkeCounty,Ohio",186,0.0045,55000
"DefianceCounty,Ohio",190,0.00145,186000
"DelawareCounty,Ohio",344,0.00508,70000
"ErieCounty,Ohio",266,0.00342,33000
"FairfieldCounty,Ohio",258,0.00547,41000
"FayetteCounty,Ohio",484,0.00916,36000
"FranklinCounty,Ohio",144,0.00411,179000
"FultonCounty,Ohio",491,0.00113,187000
"GalliaCounty,Ohio",214,0.00249,134000
"GeaugaCounty,Ohio",196,0.0019,194000
"GreeneCounty,Ohio",147,0.00129,130000
"GuernseyCounty,Ohio",319,0.00186,139000
"HamiltonCounty,Ohio",148,0.00488,108000
"HancockCounty,Ohio",383,0.00435,10000
"HardinCounty,Ohio",290,0.00339,123000
"HarrisonCounty,Ohio",194,0.00805,174000
"HenryCounty,Ohio",239,0.00869,157000
"HighlandCounty,Ohio",250,0.00085,98000
"HockingCounty,Ohio",404,0.00557,56000
"HolmesCounty,Ohio",375,0.00735,67000
"HuronCounty,Ohio",110,0.00937,91000
"JacksonCounty,Ohio",215,0.00749,51000
"JeffersonCounty,Ohio",128,0.00246,101000
"KnoxCounty,Ohio",128,0.00377,121000
"LakeCounty,Ohio",379,0.00066,117000
"LawrenceCounty,Ohio",355,0.0098,86000
"LickingCounty,Ohio",212,0.00619,182000
"LoganCounty,Ohio",182,0.00082,123000
"LorainCounty,Ohio",113,0.0077,110000
"LucasCounty,Ohio",255,0.00286,97000
"MadisonCounty,Ohio",422,0.00252,85000
"MahoningCounty,Ohio",293,0.00225,40000
"MarionCounty,Ohio",223,0.00186,198000
"MedinaCounty,Ohio",368,0.00048,111000
"MeigsCounty,Ohio",371,0.00198,136000
"MercerCounty,Ohio",301,0.00493,149000
"MiamiCounty,Ohio",314,0.00367,44000
"MonroeCounty,Ohio",179,0.00886,106000
"MontgomeryCounty,Ohio",370,0.00966,71000
"MorganCounty,Ohio",232,0.00178,34000
"MorrowCounty,Ohio",262,0.00977,70000
"MuskingumCounty,Ohio",101,0.00178,192000
"NobleCounty,Ohio",156,0.00848,164000
"OttawaCounty,Ohio",457,0.00181,200000
"PauldingCounty,Ohio",245,0.00213,175000
"PerryCounty,Ohio",422,0.00995,140000
"PickawayCounty,Ohio",455,0.00998,151000
"PikeCounty,Ohio",329,0.00116,35000
"PortageCounty,Ohio",180,0.00132,97000
"PrebleCounty,Ohio",432,0.00891,68000
"PutnamCounty,Ohio",188,0.0042,72000
"RichlandCounty,Ohio",191,0.00833,166000
"RossCounty,Ohio",288,0.00772,137000
"SanduskyCounty,Ohio",113,0.00946,147000
"SciotoCounty,Ohio",355,0.00171,55000
"SenecaCounty,Ohio",100,0.00682,113000
"ShelbyCounty,Ohio",184,0.00711,35000
"StarkCounty,Ohio",141,0.00569,62000
"SummitCounty,Ohio",134,0.00149,144000
"TrumbullCounty,Ohio",360,0.00071,109000
"TuscarawasCounty,Ohio",253,0.0002,30000
"UnionCounty,Ohio",127,0.00401,97000
"VanWertCounty,Ohio",116,0.00203,22000
"VintonCounty,Ohio",112,0.00837,36000
"WarrenCounty,Ohio",320,0.00975,98000
"WashingtonCounty,Ohio",488,0.00089,81000
"WayneCounty,Ohio",480,0.00861,190000
"WilliamsCounty,Ohio",126,0.00158,76000
"WoodCounty,Ohio",496,0.00879,97000
"WyandotCounty,Ohio",242,0.00364,93000
"AdairCounty,Oklahoma",332,0.00516,151000
"AlfalfaCounty,Oklahoma",216,0.00815,66000
"AtokaCounty,Oklahoma",392,0.0024,180000
"BeaverCounty,Oklahoma",197,0.00577,34000
"BeckhamCounty,Oklahoma",473,0.00924,172000
"BlaineCounty,Oklahoma",143,0.00858,179000
"BryanCounty,Oklahoma",469,0.00195,196000
"CaddoCounty,Oklahoma",306,0.00557,107000
"CanadianCounty,Oklahoma",462,0.00214,129000
"CarterCounty,Oklahoma",484,0.00844,174000
"CherokeeCounty,Oklahoma",468,0.00108,23000
"ChoctawCounty,Oklahoma",129,0.0071,107000
"CimarronCounty,Oklahoma",336,0.00398,127000
"ClevelandCounty,Oklahoma",187,0.00355,182000
"CoalCounty,Oklahoma",267,0.0042,47000
"ComancheCounty,Oklahoma",263,0.00159,52000
"CottonCounty,Oklahoma",342,0.00031,196000
"CraigCounty,Oklahoma",358,0.00807,163000
"CreekCounty,Oklahoma",223,0.00918,132000
"CusterCounty,Oklahoma",271,0.00173,96000
"DelawareCounty,Oklahoma",442,0.00768,151000
"DeweyCounty,Oklahoma",255,0.00665,46000
"EllisCounty,Oklahoma",213,0.00802,149000
"GarfieldCounty,Oklahoma",265,0.00271,169000
"GarvinCounty,Oklahoma",248,0.0023,43000
"GradyCounty,Oklahoma",381,0.00645,51000
"GrantCounty,Oklahoma",395,0.00134,196000
"GreerCounty,Oklahoma",229,0.00602,46000
"HarmonCounty,Oklahoma",172,0.00321,36000
"HarperCounty,Oklahoma",292,0.00664,70000
"HaskellCounty,Oklahoma",316,0.00131,44000
"HughesCounty,Oklahoma",228,0.00884,54000
"JacksonCounty,Oklahoma",342,0.00439,78000
"JeffersonCounty,Oklahoma",135,0.0096,172000
"JohnstonCounty,Oklahoma",423,0.00004,78000
"KayCounty,Oklahoma",196,0.00706,61000
"KingfisherCounty,Oklahoma",325,0.0082,182000
"KiowaCounty,Oklahoma",248,0.00563,20000
"LatimerCounty,Oklahoma",125,0.00979,168000
"LeFloreCounty,Oklahoma",131,0.00331,13000
"LincolnCounty,Oklahoma",167,0.00373,82000
"LoganCounty,Oklahoma",279,0.00439,36000
"LoveCounty,Oklahoma",172,0.00116,112000
"MajorCounty,Oklahoma",436,0.00589,114000
"MarshallCounty,Oklahoma",425,0.00199,59000
"MayesCounty,Oklahoma",408,0.00061,176000
"McClainCounty,Oklahoma",210,0.00519,91000
"McCurtainCounty,Oklahoma",485,0.00222,123000
"McIntoshCounty,Oklahoma",191,0.00157,125000
"MurrayCounty,Oklahoma",295,0.00352,182000
"MuskogeeCounty,Oklahoma",371,0.00307,177000
"NobleCounty,Oklahoma",103,0.00946,130000
"NowataCounty,Oklahoma",213,0.00483,118000
"OkfuskeeCounty,Oklahoma",478,0.00102,113000
"OklahomaCounty,Oklahoma",129,0.0097,191000
"OkmulgeeCounty,Oklahoma",430,0.00081,97000
"OsageCounty,Oklahoma",137,0.008,103000
"OttawaCounty,Oklahoma",282,0.00947,185000
"PawneeCounty,Oklahoma",466,0.00615,133000
"PayneCounty,Oklahoma",199,0.00611,173000
"PittsburgCounty,Oklahoma",242,0.00533,188000
"PontotocCounty,Oklahoma",334,0.00948,113000
"PottawatomieCounty,Oklahoma",183,0.00156,88000
"PushmatahaCounty,Oklahoma",429,0.00223,188000
"RogerMillsCounty,Oklahoma",423,0.00806,195000
"RogersCounty,Oklahoma",494,0.00874,149000
"SeminoleCounty,Oklahoma",441,0.00147,80000
"SequoyahCounty,Oklahoma",297,0.00716,155000
"StephensCounty,Oklahoma",247,0.00688,93000
"TexasCounty,Oklahoma",216,0.00033,93000
"TillmanCounty,Oklahoma",299,0.00142,154000
"TulsaCounty,Oklahoma",184,0.002,109000
"WagonerCounty,Oklahoma",149,0.00313,71000
"WashingtonCounty,Oklahoma",412,0.00297,73000
"WashitaCounty,Oklahoma",226,0.00593,13000
"WoodsCounty,Oklahoma",249,0.0013,51000
"WoodwardCounty,Oklahoma",258,0.00756,90000
"BakerCounty,Oregon",495,0.00405,103000
"BentonCounty,Oregon",422,0.00614,107000
"ClackamasCounty,Oregon",347,0.00571,78000
"ClatsopCounty,Oregon",270,0.00883,127000
"ColumbiaCounty,Oregon",350,0.00896,193000
"CoosCounty,Oregon",212,0.00178,196000
"CrookCounty,Oregon",291,0.00083,118000
"CurryCounty,Oregon",183,0.00606,154000
"DeschutesCounty,Oregon",325,0.00101,79000
"DouglasCounty,Oregon",224,0.00042,102000
"GilliamCounty,Oregon",352,0.00279,92000
"GrantCounty,Oregon",170,0.00143,54000
"HarneyCounty,Oregon",360,0.00104,161000
"HoodRiverCounty,Oregon",455,0.0065,106000
"JacksonCounty,Oregon",418,0.00749,70000
"JeffersonCounty,Oregon",141,0.00154,163000
"JosephineCounty,Oregon",215,0.00798,193000
"KlamathCounty,Oregon",424,0.00007,134000
"LakeCounty,Oregon",104,0.00972,28000
"LaneCounty,Oregon",397,0.00267,168000
"LincolnCounty,Oregon",278,0.00603,196000
"LinnCounty,Oregon",477,0.00892,154000
"MalheurCounty,Oregon",360,0.00118,132000
"MarionCounty,Oregon",342,0.0094,163000
"MorrowCounty,Oregon",205,0.00332,48000
"MultnomahCounty,Oregon",460,0.00471,22000
"PolkCounty,Oregon",280,0.00023,177000
"ShermanCounty,Oregon",351,0.00016,200000
"TillamookCounty,Oregon",321,0.00743,30000
"UmatillaCounty,Oregon",284,0.00749,196000
"UnionCounty,Oregon",242,0.00058,48000
"WallowaCounty,Oregon",182,0.001,124000
"WascoCounty,Oregon",222,0.00133,162000
"WashingtonCounty,Oregon",466,0.00411,156000
"WheelerCounty,Oregon",209,0.00531,114000
"YamhillCounty,Oregon",252,0.00889,172000
"AdamsCounty,Pennsylvania",335,0.00288,77000
"AlleghenyCounty,Pennsylvania",308,0.00674,143000
"ArmstrongCounty,Pennsylvania",485,0.00479,65000
"BeaverCounty,Pennsylvania",277,0.00584,175000
"BedfordCounty,Pennsylvania",175,0.00205,134000
"BerksCounty,Pennsylvania",497,0.00864,35000
"BlairCounty,Pennsylvania",200,0.00585,154000
"BradfordCounty,Pennsylvania",123,0.00679,138000
"BucksCounty,Pennsylvania",186,0.00416,49000
"ButlerCounty,Pennsylvania",439,0.00855,85000
"CambriaCounty,Pennsylvania",495,0.00439,170000
"CameronCounty,Pennsylvania",390,0.0003,130000
"CarbonCounty,Pennsylvania",401,0.00779,55000
"CentreCounty,Pennsylvania",456,0.00717,133000
"ChesterCounty,Pennsylvania",161,0.00766,85000
"ClarionCounty,Pennsylvania",375,0.00272,189000
"ClearfieldCounty,Pennsylvania",143,0.006,198000
"ClintonCounty,Pennsylvania",232,0.00643,83000
"ColumbiaCounty,Pennsylvania",478,0.00996,98000
"CrawfordCounty,Pennsylvania",492,0.00547,141000
"CumberlandCounty,Pennsylvania",206,0.00959,74000
"DauphinCounty,Pennsylvania",237,0.00747,144000
"DelawareCounty,Pennsylvania",105,0.00895,186000
"ElkCounty,Pennsylvania",176,0.00498,10000
"ErieCounty,Pennsylvania",430,0.00874,79000
"FayetteCounty,Pennsylvania",445,0.00601,38000
"ForestCounty,Pennsylvania",326,0.00414,57000
"FranklinCounty,Pennsylvania",311,0.00639,30000
"FultonCounty,Pennsylvania",356,0.0064,44000
"GreeneCounty,Pennsylvania",301,0.00799,51000
